Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login
1/10/2009 11:53,Product1,1200,Visa,Martin,Ludwigsburg,Baden-Wurttemberg,Germany,1/17/2008 8:20,2/15/2009 1:42
1/4/2009 17:34,Product1,1200,Mastercard,Dean,Rockingham,Western Australia,Australia,10/20/2007 19:09,2/15/2009 2:14
1/28/2009 0:22,Product1,1200,Visa,VERBENA,Basel,Basel-Town,Switzerland,9/27/2008 0:24,2/15/2009 3:20
1/17/2009 1:49,Product1,1200,Mastercard,Angel Marie,Den Haag,Zuid-Holland,Netherlands,1/13/2009 5:09,2/15/2009 5:19
1/25/2009 17:48,Product1,1200,Visa,olla,Westminster                 ,CO,United States,1/24/2009 23:48,2/15/2009 8:08
1/22/2009 5:39,Product2,3600,Visa,Eman,Penclawdd,Wales,United Kingdom,1/14/2009 13:33,2/15/2009 8:34
1/19/2009 15:40,Product2,3600,Visa,Julia,Ede,Gelderland,Netherlands,1/19/2009 14:32,2/15/2009 10:33
1/21/2009 23:52,Product1,1200,Visa,Sarah,Plan-les-Ouattes,Geneve,Switzerland,11/23/2008 4:51,2/15/2009 11:16
1/19/2009 13:15,Product1,1200,Visa,Esther,Stocksund,Stockholm,Sweden,5/29/2007 1:32,2/15/2009 11:39
1/16/2009 7:35,Product1,1200,Diners,amy,Stuttgart,Baden-Wurttemberg,Germany,10/6/2006 2:02,2/15/2009 12:00
1/22/2009 9:48,Product2,3600,Mastercard,Jyoti,Tunbridge Wells,England,United Kingdom,1/8/2008 14:37,2/15/2009 13:36
1/18/2009 12:05,Product2,3600,Visa,Keri,Issaquah                    ,WA,United States,1/5/2009 19:24,2/15/2009 13:40
1/4/2009 10:44,Product1,1200,Diners,Paul,Burnaby,British Columbia,Canada,11/26/2008 20:16,2/15/2009 13:46
1/20/2009 14:55,Product1,1200,Mastercard,Attie,Cypress                     ,CA,United States,9/27/2008 7:22,2/15/2009 15:23
1/2/2009 18:41,Product1,1200,Visa,odile,Lititz                      ,PA,United States,2/1/2006 8:47,2/15/2009 15:47
1/2/2009 7:03,Product1,1200,Visa,gail ,London,England,United Kingdom,5/24/2008 11:10,2/15/2009 16:04
1/21/2009 7:19,Product1,1200,Visa,Niki,Chadds Ford                 ,PA,United States,3/5/2008 11:25,2/15/2009 16:06
1/11/2009 17:52,Product2,3600,Visa,Danny,St Thomas                   ,VI,United States,9/17/2003 11:57,2/15/2009 18:08
1/16/2009 17:56,Product1,1200,Mastercard,Sarah,Coppell                     ,TX,United States,1/16/2009 12:57,2/15/2009 20:13
1/9/2009 20:00,Product1,1200,Visa,Beckie ,Ladera Ranch                ,CA,United States,1/6/2009 13:50,2/15/2009 23:10
1/13/2009 2:47,Product1,1200,Visa,Maryse,Rathfarnham,Dublin,Ireland,1/13/2009 2:35,2/16/2009 0:09
1/19/2009 4:23,Product2,3600,Mastercard,don,Cagliari,Sardinia,Italy,1/13/2008 11:41,2/16/2009 0:22
1/13/2009 12:51,Product1,1200,Visa,Majken,Charlottenlund,Kobenhavn,Denmark,5/27/2008 18:51,2/16/2009 1:05
1/29/2009 7:40,Product1,1200,Amex,Karen and Andrew,Munchen,Bayern,Germany,7/29/2003 9:23,2/16/2009 2:39
1/21/2009 4:34,Product1,1200,Visa,Katerina,Firenze,Tuscany,Italy,4/24/2008 0:57,2/16/2009 3:45
1/7/2009 13:28,Product1,1200,Mastercard,Mary,Baile Atha Bui,Meath,Ireland,9/21/2005 15:42,2/16/2009 3:51
1/26/2009 16:47,Product1,1200,Visa,Oscar,Chamonix-Mont-Blanc,Rhone-Alpes,France,1/26/2009 4:53,2/16/2009 5:01
1/29/2009 1:01,Product1,1200,Diners,Suejean,Gingins,Vaud,Switzerland,1/20/2009 6:14,2/16/2009 5:09
1/25/2009 12:55,Product1,1200,Amex,ann,Boca Raton                  ,FL,United States,12/6/2008 15:26,2/16/2009 6:54
1/24/2009 13:35,Product1,1200,Visa,Renee,Chaska                      ,MN,United States,5/11/2006 13:27,2/16/2009 9:00
1/28/2009 13:30,Product1,1200,Visa,Catherine,Hghlnds Ranch               ,CO,United States,1/28/2009 13:03,2/16/2009 9:13
1/20/2009 19:08,Product1,1200,Amex,Rhonda,Atlanta                     ,GA,United States,11/21/2008 5:52,2/16/2009 10:08
1/29/2009 17:13,Product1,1200,Amex,alix,Tenafly                     ,NJ,United States,12/12/2007 12:26,2/16/2009 10:19
1/2/2009 5:33,Product1,1200,Visa,Mike,Aberdeen,Scotland,United Kingdom,10/18/2004 4:53,2/16/2009 11:12
1/31/2009 11:03,Product1,1200,Visa,Diane,Djurgarden,Stockholm,Sweden,1/25/2009 3:48,2/16/2009 12:08
1/13/2009 9:16,Product1,1200,Visa,Sigrun,Nashville                   ,TN,United States,1/12/2009 20:48,2/16/2009 12:33
1/19/2009 12:38,Product1,1200,Visa,Dania,Munich,Bayern,Germany,1/19/2009 11:47,2/16/2009 12:46
1/18/2009 12:14,Product2,3600,Mastercard,Kelsi,Utrecht,Utrecht,Netherlands,12/12/2008 3:30,2/16/2009 12:49
1/22/2009 10:59,Product1,1200,Visa,Maria,Boyceville                  ,WI,United States,1/2/2009 14:09,2/16/2009 14:50
1/14/2009 7:30,Product1,1200,Visa,Bent Erik,Basauri,Pais Vasco,Spain,2/3/2008 2:56,2/16/2009 15:04
1/19/2009 1:52,Product1,1200,Amex,Kirsten,Melbourne,Victoria,Australia,4/24/2007 4:36,2/17/2009 1:20
1/8/2009 23:00,Product1,1200,Visa,Dickson,Kemerburgaz,Istanbul,Turkey,9/16/2008 2:07,2/17/2009 1:29
1/25/2009 7:29,Product1,1200,Diners,Howard,Worcester,England,United Kingdom,1/22/2009 14:02,2/17/2009 3:00
1/17/2009 15:19,Product1,1200,Visa,Dana,Thurles,Tipperary,Ireland,1/15/2009 9:13,2/17/2009 3:26
1/23/2009 12:23,Product1,1200,Mastercard,Nola,Den Haag,Zuid-Holland,Netherlands,1/23/2009 11:11,2/17/2009 3:35
1/24/2009 8:45,Product1,1200,Visa,Elizabeth,Cos Cob                     ,CT,United States,11/8/2008 14:45,2/17/2009 3:40
1/27/2009 3:45,Product2,3600,Visa,minjeong,Bern,Bern,Switzerland,1/27/2009 2:39,2/17/2009 3:44
1/29/2009 23:48,Product1,1200,Visa,Matt,Leicester,England,United Kingdom,11/15/2008 6:49,2/17/2009 5:47
1/3/2009 18:43,Product1,1200,Visa,Vanessa,Cornwall,Ontario,Canada,7/3/2006 8:36,2/17/2009 6:17
1/24/2009 17:18,Product2,3600,Visa,Charlotte,Sterling                    ,VA,United States,2/15/2008 15:34,2/17/2009 6:26
1/2/2009 15:13,Product1,1200,Visa,Rowena,Cork,Cork,Ireland,1/10/2006 7:05,2/17/2009 6:38
1/8/2009 10:44,Product1,1200,Visa,Catherine,Mount Forest,Ontario,Canada,1/6/2009 13:03,2/17/2009 6:39
1/29/2009 8:13,Product1,1200,Mastercard,Sarah,Ridgefield                  ,CT,United States,1/28/2008 13:55,2/17/2009 7:55
1/24/2009 10:26,Product1,1200,Visa,sorcha,Porto Alegre,Rio Grande do Sul,Brazil,1/24/2009 4:47,2/17/2009 8:05
1/24/2009 12:56,Product1,1200,Visa,sorcha,Cartierville,Quebec,Canada,1/12/2009 21:34,2/17/2009 9:19
1/7/2009 13:38,Product1,1200,Mastercard,Mary,Stuttgart,Baden-Wurttemberg,Germany,1/6/2009 13:40,2/17/2009 9:32
1/23/2009 15:38,Product1,1200,Visa,Ronja,Manhattan                   ,NY,United States,1/17/2009 15:05,2/17/2009 10:58
1/26/2009 14:43,Product1,1200,Visa,Nicola ,Sneem,Kerry,Ireland,1/26/2009 13:55,2/17/2009 11:07
1/17/2009 20:33,Product1,1200,Amex,BURCAK,Alpharetta                  ,GA,United States,1/9/2009 11:26,2/17/2009 12:31
1/5/2009 9:15,Product1,1200,Visa,isabelle,Sainte-Therese-de-Blainville,Quebec,Canada,8/21/2008 9:43,2/17/2009 12:34
1/20/2009 8:16,Product1,1200,Mastercard,christy,Germantown                  ,TN,United States,1/6/2009 8:33,2/17/2009 13:01
1/29/2009 12:46,Product1,1200,Visa,Lilly,Castleknock,Dublin,Ireland,1/19/2009 16:00,2/17/2009 14:06
1/15/2009 18:12,Product1,1200,Diners,Mandy,Hono                        ,HI,United States,1/29/2007 13:21,2/17/2009 14:17
1/23/2009 13:55,Product1,1200,Mastercard,Elena,New Rochelle                ,NY,United States,8/7/2005 15:07,2/17/2009 15:16
1/26/2009 10:26,Product1,1200,Visa,Lolarae,Calgary,Alberta,Canada,1/26/2009 10:16,2/17/2009 15:17
1/12/2009 11:48,Product1,1200,Mastercard,Lisa,South Waterford             ,ME,United States,7/5/2007 14:58,2/17/2009 15:29
1/29/2009 15:20,Product1,1200,Mastercard,Nita and Trebor,Washington Township         ,OH,United States,1/18/2009 20:47,2/17/2009 16:29
1/28/2009 7:26,Product1,1200,Visa,Jenevieve,Guelph,Ontario,Canada,1/23/2009 19:04,2/17/2009 18:08
1/14/2009 0:03,Product2,3600,Mastercard,Piret,Bunbury,Western Australia,Australia,6/16/2008 18:22,2/17/2009 19:31
1/13/2009 1:55,Product1,1200,Mastercard,Damian,Mettlach,Saarland,Germany,4/1/2006 22:29,2/17/2009 20:45
1/12/2009 23:21,Product1,1200,Mastercard,Lusell,Oberwil,Basel-Country,Switzerland,1/6/2009 2:47,2/17/2009 22:57
1/22/2009 2:16,Product1,1200,Visa,Costanza,Beykoz,Istanbul,Turkey,9/7/2008 11:43,2/18/2009 0:27
1/29/2009 12:53,Product1,1200,Visa,Vanessa,Arc-et-Senans,Franche-Comte,France,1/29/2009 10:10,2/18/2009 1:03
1/28/2009 11:36,Product1,1200,Diners,Evelyn,Grossbodungen,Thuringia,Germany,1/28/2009 11:08,2/18/2009 2:04
1/19/2009 6:50,Product1,1200,Amex,Nicola,Bruxelles,Brussels (Bruxelles),Belgium,7/13/2008 11:29,2/18/2009 2:30
1/30/2009 5:20,Product1,1200,Visa,Simone,Kilcornan,Limerick,Ireland,1/30/2009 4:06,2/18/2009 7:23
1/19/2009 14:06,Product1,1200,Mastercard,Elisabeth,Wilmington                  ,NC,United States,1/19/2009 12:41,2/18/2009 8:18
1/8/2009 9:43,Product1,1200,Visa,Kasey,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,1/5/2009 9:05,2/18/2009 8:38
1/23/2009 9:09,Product2,3600,Amex,Olympe,Lidingo,Stockholm,Sweden,1/18/2006 11:49,2/18/2009 8:45
1/20/2009 8:58,Product1,1200,Visa,James,Edmonton,Alberta,Canada,12/24/2008 17:51,2/18/2009 9:42
1/2/2009 13:35,Product1,1200,Visa,Alyssa,Antibes,Provence-Alpes-Cote d'Azur,France,7/29/2008 12:32,2/18/2009 10:28
1/9/2009 15:03,Product1,1200,Visa,Reto,Seattle                     ,WA,United States,1/8/2009 18:59,2/18/2009 15:51
1/23/2009 7:04,Product1,1200,Amex,Joelle,Rowayton                    ,CT,United States,1/20/2009 10:46,2/18/2009 16:55
1/17/2009 10:14,Product1,1200,Mastercard,Nicole,Simcoe,Ontario,Canada,1/17/2009 7:46,2/18/2009 18:49
1/19/2009 16:16,Product1,1200,Mastercard,Alexandria,Lebanon                     ,PA,United States,9/3/2008 19:26,2/18/2009 19:38
1/20/2009 13:54,Product1,1200,Mastercard,Elisabeth,Birkdale,Queensland,Australia,12/20/2005 23:05,2/18/2009 23:07
1/23/2009 21:35,Product1,1200,Visa,Ann,Brisbane,Queensland,Australia,4/21/2007 19:33,2/18/2009 23:12
1/21/2009 23:41,Product1,1200,Visa,Olga,Strasbourg,Alsace,France,2/4/2008 4:45,2/19/2009 0:09
1/21/2009 4:11,Product1,1200,Visa,Courtney,Suchdol,Prague,Czech Republic,9/30/2008 10:39,2/19/2009 0:55
1/10/2009 3:43,Product1,1200,Visa,stacy,Stuttgart,Baden-Wurttemberg,Germany,3/5/2006 15:01,2/19/2009 3:11
1/15/2009 18:08,Product2,3600,Amex,Monica,Villanova                   ,PA,United States,1/12/2009 17:16,2/19/2009 3:19
1/20/2009 14:48,Product2,3600,Visa,Michael,Norrkoping,Ostergotland,Sweden,12/21/2008 11:49,2/19/2009 5:22
1/21/2009 11:56,Product1,1200,Visa,Katrin,Zumikon,Zurich,Switzerland,3/21/2006 13:30,2/19/2009 7:05
1/30/2009 6:18,Product2,3600,Mastercard,Louise,Balgach,St Gallen,Switzerland,1/14/2006 2:40,2/19/2009 7:10
1/12/2009 17:28,Product1,1200,Amex,Alfredo A,Las Vegas                   ,NV,United States,12/3/2008 14:12,2/19/2009 8:09
1/29/2009 8:27,Product2,3600,Visa,Kerry,Prague,Central Bohemia,Czech Republic,1/27/2009 8:53,2/19/2009 8:41
1/24/2009 12:43,Product1,1200,Visa,Saeko ,Warwick                     ,NY,United States,2/2/2008 16:37,2/19/2009 10:28
1/7/2009 10:49,Product2,3600,Visa,VIOLETA,Silver Spring               ,MD,United States,9/1/2008 13:09,2/19/2009 10:43
1/11/2009 17:06,Product1,1200,Visa,Antje,Sacramento                  ,CA,United States,9/17/2008 15:12,2/19/2009 12:05
1/30/2009 6:17,Product1,1200,Visa,janet,Blarney,Cork,Ireland,1/30/2009 3:02,2/19/2009 12:48
1/7/2009 10:52,Product1,1200,Visa,claire ,Ballyneety,Limerick,Ireland,1/7/2009 9:42,2/19/2009 14:32
1/27/2009 6:20,Product1,1200,Mastercard,Nathalie,Haymarket                   ,VA,United States,6/1/2006 12:04,2/19/2009 16:52
1/21/2009 20:02,Product1,1200,Mastercard,Daria,George Town, ,Cayman Isls,1/10/2009 16:09,2/19/2009 19:19
1/4/2009 16:23,Product1,1200,Visa,Judith L.,Scottsdale                  ,AZ,United States,1/4/2009 16:04,2/19/2009 19:35
1/6/2009 12:26,Product1,1200,Visa,Audinet,Cambridge                   ,MA,United States,1/6/2009 8:40,2/19/2009 19:44
1/11/2009 4:34,Product1,1200,Visa,William,Chalfont Saint Peter,England,United Kingdom,4/26/2006 10:12,2/19/2009 21:38
1/17/2009 6:39,Product1,1200,Diners,Tatjana and Martin,Birmingham,England,United Kingdom,1/12/2008 7:00,2/19/2009 23:30
1/4/2009 3:41,Product1,1200,Mastercard,Scott,Den Haag,Zuid-Holland,Netherlands,1/4/2005 12:43,2/20/2009 0:24
1/12/2009 5:50,Product3,7500,Mastercard,Brona,Den Haag,Zuid-Holland,Netherlands,1/4/2005 12:43,2/20/2009 0:24
1/3/2009 13:43,Product1,1200,Mastercard,Andree,Newmarket,Cork,Ireland,10/22/2006 14:59,2/20/2009 3:18
1/11/2009 6:51,Product1,1200,Visa,Aziz,Irpin',Kiev,Ukraine,1/11/2009 0:00,2/20/2009 3:46
1/17/2009 6:23,Product1,1200,Visa,Fernando,Grosseto,Tuscany,Italy,9/22/2008 10:48,2/20/2009 6:39
1/26/2009 18:38,Product1,1200,Visa,Jo,Pembroke Pines              ,FL,United States,10/26/2008 4:24,2/20/2009 8:09
1/31/2009 13:26,Product1,1200,Visa,Joern,Waterford,Ontario,Canada,12/13/2008 18:12,2/20/2009 8:27
1/21/2009 2:20,Product2,3600,Visa,Melissa,Carouge,Geneve,Switzerland,1/16/2009 7:06,2/20/2009 8:38
1/18/2009 13:25,Product1,1200,Visa,Melissa,Chester                     ,CT,United States,1/15/2009 11:57,2/20/2009 10:08
1/18/2009 18:57,Product1,1200,Mastercard,isabela,Reston                      ,VA,United States,12/31/2008 8:16,2/20/2009 11:34
1/31/2009 1:59,Product1,1200,Visa,Nacole,Milan,Lombardy,Italy,4/11/2005 2:40,2/20/2009 11:41
1/25/2009 16:08,Product1,1200,Diners,Jennifer,Vancouver,British Columbia,Canada,1/24/2009 20:12,2/20/2009 12:47
1/16/2009 19:13,Product1,1200,Diners,Mary,Alpharetta                  ,GA,United States,12/26/2008 9:28,2/20/2009 13:54
1/31/2009 15:25,Product1,1200,Visa,Lisa,Ringgold                    ,GA,United States,1/28/2009 9:54,2/20/2009 15:53
1/9/2009 8:57,Product1,1200,Diners,Debora ,Wall                        ,NJ,United States,1/21/2008 10:27,2/20/2009 16:45
1/4/2009 22:18,Product2,3600,Mastercard,Karoline ,Powell River,British Columbia,Canada,11/27/2008 16:06,2/20/2009 21:45
1/10/2009 15:18,Product2,3600,Mastercard,Jo ,Huntington Beach            ,CA,United States,10/17/2007 14:56,2/20/2009 22:24
1/16/2009 19:47,Product1,1200,Amex,Kristen,Los Gatos                   ,CA,United States,1/13/2009 20:49,2/20/2009 23:09
1/25/2009 8:16,Product2,3600,Visa,Astrid,Oslo,Oslo,Norway,4/22/2007 2:19,2/20/2009 23:22
1/25/2009 8:48,Product1,1200,Mastercard,Malinda,Oxford,England,United Kingdom,4/5/2008 13:20,2/21/2009 1:36
1/17/2009 9:12,Product1,1200,Amex,Sylvia,Alexandria                  ,VA,United States,12/26/2006 14:23,2/21/2009 4:50
1/24/2009 1:22,Product1,1200,Visa,Jupiterlina Elika,Rome,Lazio,Italy,10/19/2004 2:38,2/21/2009 6:04
1/27/2009 15:09,Product1,1200,Visa,Aniko,Random Lake                 ,WI,United States,1/15/2009 12:50,2/21/2009 7:37
1/25/2009 21:49,Product1,1200,Mastercard,Petra,San Francisco               ,CA,United States,1/24/2009 1:35,2/21/2009 9:26
1/24/2009 8:51,Product1,1200,Mastercard,Heather,Baluan,General Santos,Philippines,1/19/2009 11:08,2/21/2009 10:08
1/6/2009 14:08,Product1,1200,Mastercard,Kim,Brussels,Brussels (Bruxelles),Belgium,12/18/2008 7:04,2/21/2009 10:49
1/17/2009 14:06,Product1,1200,Amex,Ruby,Bedford Corners             ,NY,United States,11/28/2004 18:58,2/21/2009 13:03
1/21/2009 12:38,Product1,1200,Visa,Novy ,Istanbul,Istanbul,Turkey,2/5/2007 12:43,2/21/2009 13:55
1/30/2009 23:49,Product2,3600,Visa,Stephanie,Hilversum,Noord-Holland,Netherlands,11/30/2008 11:54,2/21/2009 14:05
1/12/2009 12:00,Product1,1200,Mastercard,Tammy,Milford                     ,ME,United States,7/6/2008 8:49,2/21/2009 18:45
1/29/2009 21:40,Product1,1200,Visa,Alessandra,Vancouver,British Columbia,Canada,6/17/2008 19:23,2/21/2009 20:32
1/24/2009 13:38,Product1,1200,Mastercard,Cathy,Kidderminster,England,United Kingdom,12/22/2008 3:57,2/22/2009 0:00
1/25/2009 13:50,Product2,3600,Visa,Scott,Lausanne,Vaud,Switzerland,1/25/2009 10:09,2/22/2009 3:33
1/12/2009 13:41,Product1,1200,Amex,dia,Claygate,England,United Kingdom,8/19/2007 15:23,2/22/2009 3:51
1/5/2009 11:44,Product1,1200,Visa,Lauren,Laasby,Arhus,Denmark,11/19/2008 3:55,2/22/2009 6:15
1/2/2009 8:31,Product1,1200,Visa,Line,Budaors,Pest,Hungary,10/23/2008 8:15,2/22/2009 7:06
1/31/2009 7:13,Product1,1200,Amex,Sean,London,England,United Kingdom,1/3/2008 14:59,2/22/2009 7:12
1/20/2009 2:17,Product1,1200,Diners,Sarah,Santo Domingo City,Distrito Nacional,Dominican Republic,11/9/2008 1:26,2/22/2009 11:21
1/25/2009 20:15,Product1,1200,Visa,Brian,Croton On Hudson            ,NY,United States,1/23/2009 22:33,2/22/2009 11:51
1/25/2009 19:44,Product1,1200,Mastercard,Lesa,Vespasiano,Minas Gerais,Brazil,1/6/2005 21:17,2/22/2009 14:24
1/30/2009 9:00,Product1,1200,Mastercard,james,Nashville                   ,TN,United States,7/4/2007 21:35,2/22/2009 15:58
1/7/2009 19:18,Product1,1200,Mastercard,loudon,Ottawa,Ontario,Canada,11/2/2007 20:26,2/22/2009 16:06
1/4/2009 10:18,Product1,1200,Mastercard,Allison,Naples                      ,FL,United States,11/8/2008 9:42,2/22/2009 18:36
1/23/2009 14:57,Product1,1200,Mastercard,Surat,Bridgewater                 ,NJ,United States,7/29/2008 12:00,2/22/2009 18:48
1/12/2009 10:08,Product2,3600,Mastercard,Judy,Washington                  ,DC,United States,5/31/2008 12:03,2/22/2009 18:58
1/19/2009 4:22,Product1,1200,Diners,brian,Hagen,Lorraine,France,5/21/2007 7:22,2/22/2009 22:33
1/21/2009 21:37,Product1,1200,Visa,Rachel,Taicheng,Guangdong,China,1/21/2009 6:24,2/23/2009 1:36
1/25/2009 4:34,Product1,1200,Mastercard,Hilde,Groningen,Groningen,Netherlands,1/8/2009 5:16,2/23/2009 3:12
1/30/2009 1:09,Product1,1200,Mastercard,Tarja,Villars,Vaud,Switzerland,11/30/2008 4:39,2/23/2009 3:56
1/26/2009 15:16,Product1,1200,Visa,Megan,Huntersville                ,NC,United States,12/22/2008 20:09,2/23/2009 5:14
1/15/2009 15:56,Product2,3600,Visa,Charmain,Cartersburg                 ,IN,United States,1/2/2008 10:51,2/23/2009 6:24
1/2/2009 20:47,Product1,1200,Visa,Katharina,Flower Mound                ,TX,United States,9/23/2008 20:57,2/23/2009 6:56
1/25/2009 9:36,Product1,1200,Visa,Zaneta ,Rochester                   ,MI,United States,1/24/2009 10:36,2/23/2009 6:58
1/20/2009 20:09,Product1,1200,Visa,Jeannette,Dubai,Dubayy,United Arab Emirates,1/18/2009 9:58,2/23/2009 7:01
1/8/2009 11:14,Product2,3600,Visa,Liz,Langnau,Zurich,Switzerland,1/7/2009 10:25,2/23/2009 7:17
1/6/2009 20:39,Product2,3600,Mastercard,Christiane,Mission,British Columbia,Canada,1/6/2009 9:44,2/23/2009 8:55
1/6/2009 18:10,Product1,1200,Visa,Cherie,Columbus                    ,OH,United States,12/22/2008 14:12,2/23/2009 11:35
1/11/2009 6:46,Product2,3600,Visa,Shiree,Clondalkin,Dublin,Ireland,8/25/2007 5:48,2/23/2009 11:56
1/19/2009 14:26,Product1,1200,Mastercard,Tracey,Harold's Cross,Dublin,Ireland,1/6/2009 13:24,2/23/2009 12:02
1/31/2009 6:14,Product1,1200,Diners,Scott ,Sag Harbor                  ,NY,United States,6/27/2008 4:15,2/23/2009 13:36
1/6/2009 9:31,Product1,1200,Visa,Frances,San Diego                   ,CA,United States,1/4/2009 3:18,2/23/2009 15:39
1/21/2009 7:31,Product1,1200,Mastercard,Beatrice,Wilmington                  ,DE,United States,3/25/2008 13:23,2/23/2009 16:29
1/20/2009 17:23,Product2,3600,Visa,Jessica,Toronto,Ontario,Canada,1/20/2008 18:01,2/23/2009 19:35
